StudentID,Age,Gender,Program,Year,CGPA,AttendancePercent,Scholarship,DistanceKM,ParentsEducation,FamilyIncome,PlacementStatus,Internship,ExtraCurricularScore,SatisfactionScore,EngagementScore,FeesPendingMonths,ModeOfStudy,CounselingSessions,MentorAssigned,PreviousInstitution,Churn
S000187,16,Female,CE,2,6.88,90.6,No,35.5,High School,2-5L,Not Placed,No,6.8,7.4,65,0,Offline,1,Yes,Boarding,0
S000188,21,Female,EEE,3,6.73,67.2,No,11.2,High School,2-5L,Not Placed,Yes,5.8,5.0,85,0,Offline,0,Yes,Public,1
S000189,20,Female,Civil,1,7.41,62.1,Yes,7.6,Graduate,<2L,Not Placed,Yes,8.0,5.3,90,1,Offline,2,Yes,Private,0
S000190,18,Female,Civil,4,8.43,71.2,No,20.0,Postgraduate,10-20L,Placed,No,6.1,6.6,56,0,Offline,0,No,Public,0
S000191,18,Male,AEIE,3,7.07,69.6,No,6.2,High School,2-5L,Not Placed,No,6.9,7.0,50,1,Offline,0,Yes,Private,0
S000192,18,Male,Civil,3,8.0,69.2,No,14.6,Graduate,2-5L,Not Placed,Yes,7.3,9.7,50,0,Offline,0,Yes,Public,0
S000193,20,Female,AEIE,3,7.01,71.1,No,21.8,High School,2-5L,Not Placed,No,6.0,5.2,77,1,Offline,0,Yes,Public,1
S000194,17,Female,ECE,2,8.85,93.3,No,0.7,High School,<2L,Not Placed,Yes,5.9,5.4,51,1,Online,1,No,Public,1
S000195,19,Male,ECE,4,8.25,71.7,No,14.7,Graduate,2-5L,Placed,Yes,1.5,5.3,92,1,Hybrid,0,Yes,Public,0
S000196,20,Male,AEIE,4,6.66,77.2,No,13.3,High School,2-5L,Placed,No,9.1,9.1,73,0,Offline,0,Yes,Private,0
S000197,22,Female,AEIE,1,6.45,87.4,Yes,21.8,Postgraduate,10-20L,Not Placed,No,5.9,5.2,98,3,Hybrid,0,No,Public,1
S000198,18,Female,ME,3,7.01,72.7,No,6.7,Graduate,5-10L,Not Placed,No,6.2,8.1,59,0,Online,1,Yes,Junior College,0
S000199,20,Male,EEE,1,6.88,80.0,No,3.2,Graduate,2-5L,Not Placed,No,8.7,6.2,62,0,Online,1,Yes,Public,0
S000200,21,Male,ECE,1,7.06,76.9,No,1.2,Professional,2-5L,Not Placed,No,3.7,7.1,65,0,Offline,0,Yes,Public,0
S000201,24,Male,Civil,2,9.0,53.8,No,6.0,Graduate,2-5L,Not Placed,No,3.6,7.2,73,1,Hybrid,0,Yes,Public,0
S000202,20,Male,ECE,1,7.38,81.8,No,11.2,Graduate,<2L,Not Placed,No,5.9,8.7,48,1,Offline,1,Yes,Public,1
S000203,21,Male,IT,3,6.94,82.0,No,9.7,Graduate,<2L,Not Placed,Yes,4.2,8.4,44,2,Hybrid,0,Yes,Junior College,1
S000204,20,Female,Civil,4,8.25,75.0,Yes,2.6,High School,<2L,Placed,No,3.8,5.9,48,0,Hybrid,1,Yes,Public,0
S000205,19,Male,EEE,3,7.04,70.2,No,17.9,No formal,5-10L,Placed,No,9.3,6.5,62,0,Offline,0,No,Private,1
S000206,18,Female,AEIE,1,6.21,64.8,No,17.3,High School,5-10L,Not Placed,No,0.6,8.7,62,1,Offline,0,Yes,Public,0
S000207,19,Male,Civil,1,6.9,75.3,No,26.8,Graduate,2-5L,Not Placed,No,6.9,8.5,55,0,Online,2,No,Private,0
S000208,23,Female,ECE,1,7.99,78.8,No,5.2,High School,2-5L,Not Placed,No,4.8,4.8,84,1,Offline,1,Yes,Junior College,0
S000209,18,Male,IT,2,8.07,65.7,No,10.2,High School,5-10L,Not Placed,Yes,4.3,8.3,70,0,Online,0,Yes,Public,0
S000210,18,Female,ECE,1,6.8,81.0,No,0.6,Professional,5-10L,Not Placed,No,8.1,3.9,62,2,Offline,1,Yes,Public,0
S000211,22,Female,AEIE,3,7.62,85.1,No,12.5,Postgraduate,2-5L,Not Placed,No,4.7,6.7,64,0,Offline,1,Yes,Public,0
S000212,19,Male,CSE,3,6.1,79.1,No,0.8,Postgraduate,2-5L,Not Placed,Yes,0.0,5.1,60,0,Offline,0,No,Public,0
S000213,20,Male,ME,4,8.42,99.1,No,7.3,Graduate,2-5L,Partially Placed,No,2.6,7.0,50,0,Offline,1,No,Public,0
S000214,21,Female,AEIE,2,7.56,71.7,No,3.7,High School,<2L,Not Placed,No,6.6,7.3,77,0,Hybrid,2,Yes,Public,0
S000215,19,Male,CE,1,6.44,80.5,No,0.6,Postgraduate,2-5L,Not Placed,Yes,3.7,7.3,61,0,Offline,0,Yes,Public,0
S000216,16,Female,Civil,1,6.9,66.7,No,8.9,Graduate,2-5L,Not Placed,No,4.5,3.1,65,1,Offline,0,No,Public,0
S000217,19,Male,Civil,2,8.51,74.3,No,0.3,Graduate,5-10L,Not Placed,No,7.1,5.7,71,0,Online,0,Yes,Public,0
S000218,19,Male,CSE,4,7.03,64.2,Yes,29.7,Graduate,2-5L,Placed,Yes,2.4,5.8,61,4,Online,0,Yes,Private,1
S000219,18,Male,Civil,2,7.92,67.6,Yes,9.7,High School,<2L,Not Placed,Yes,6.3,7.0,70,1,Offline,0,No,Public,1
S000220,22,Female,CSE,2,7.41,88.4,No,1.5,High School,<2L,Not Placed,No,6.2,4.7,78,0,Online,0,Yes,Private,1
S000221,19,Male,ME,4,5.84,84.0,No,12.4,No formal,2-5L,Placed,Yes,0.0,7.2,77,0,Hybrid,0,Yes,Private,0
S000222,22,Male,EEE,2,8.14,69.7,No,14.5,High School,2-5L,Not Placed,No,7.3,8.5,62,0,Hybrid,0,No,Public,0
S000223,19,Female,IT,1,8.13,79.3,No,5.9,High School,2-5L,Not Placed,Yes,9.5,7.7,76,0,Hybrid,0,No,Private,0
S000224,17,Male,ME,3,7.5,84.8,No,11.8,Graduate,2-5L,Not Placed,No,6.2,6.0,69,1,Offline,1,No,Public,0
S000225,19,Female,IT,2,7.22,92.4,No,8.1,Graduate,<2L,Not Placed,No,8.0,5.9,65,0,Offline,0,Yes,Public,0
S000226,19,Male,CSE,3,6.62,74.2,Yes,7.0,Graduate,2-5L,Placed,No,3.1,6.5,75,0,Offline,0,No,Junior College,0
S000227,21,Female,AEIE,1,7.15,84.7,No,9.2,Graduate,2-5L,Partially Placed,No,7.0,9.0,60,0,Online,0,Yes,Public,0
S000228,21,Female,Civil,4,7.32,84.3,No,8.5,No formal,2-5L,Not Placed,No,6.7,7.5,44,0,Offline,0,No,Junior College,0
S000229,17,Male,EEE,2,7.57,82.7,No,1.5,Postgraduate,5-10L,Placed,No,5.4,6.3,84,0,Online,0,No,Public,0
S000230,20,Male,AEIE,3,7.69,79.4,No,18.6,Graduate,5-10L,Not Placed,Yes,5.9,3.2,56,1,Hybrid,1,Yes,Junior College,0
S000231,17,Male,EEE,2,6.67,76.9,Yes,3.7,Postgraduate,<2L,Not Placed,Yes,5.7,6.9,82,0,Online,1,Yes,Private,0
S000232,20,Male,ECE,1,8.21,81.1,No,6.6,High School,<2L,Partially Placed,Yes,8.2,5.5,55,1,Offline,0,Yes,Public,0
S000233,18,Male,Civil,4,8.01,77.8,No,18.2,High School,5-10L,Not Placed,Yes,3.6,6.8,54,0,Online,2,Yes,Junior College,0
S000234,20,Male,ME,2,8.51,76.0,No,18.8,Postgraduate,<2L,Not Placed,No,9.0,6.3,48,0,Offline,1,Yes,Private,1
S000235,19,Male,CSE,1,5.73,70.5,No,9.5,Graduate,2-5L,Not Placed,Yes,7.5,4.0,68,1,Offline,0,No,Public,0
S000236,19,Male,ECE,3,7.2,72.0,No,2.9,Graduate,5-10L,Not Placed,Yes,5.8,3.0,90,0,Online,2,Yes,Public,1
S000237,19,Male,EEE,2,6.83,84.6,No,22.5,Professional,10-20L,Not Placed,No,8.7,6.3,84,1,Offline,0,Yes,Public,1
S000238,21,Female,ME,3,7.58,71.3,No,6.7,No formal,2-5L,Not Placed,No,7.4,5.7,66,0,Offline,2,Yes,Public,0
S000239,19,Male,IT,3,5.53,69.3,Yes,19.0,High School,5-10L,Not Placed,Yes,6.4,5.7,73,1,Offline,0,No,Public,0
S000240,19,Female,EEE,1,6.83,86.8,No,0.8,Postgraduate,2-5L,Not Placed,Yes,5.7,8.2,68,0,Offline,1,Yes,Public,0
S000241,21,Male,AEIE,3,8.42,83.2,No,14.6,Graduate,2-5L,Not Placed,No,5.6,5.5,53,0,Offline,1,Yes,Private,0
S000242,18,Male,Civil,2,6.03,90.5,No,8.8,High School,5-10L,Not Placed,Yes,4.5,8.0,61,0,Offline,1,No,Public,0
S000243,19,Female,ME,4,7.08,88.8,No,7.9,High School,<2L,Partially Placed,No,1.8,6.5,62,1,Online,0,Yes,Private,1
S000244,20,Male,CE,1,6.54,72.2,No,6.2,Postgraduate,<2L,Not Placed,No,3.5,5.6,76,1,Online,1,Yes,Public,0
S000245,20,Female,EEE,2,7.91,99.4,No,4.5,High School,10-20L,Not Placed,Yes,6.1,7.1,60,0,Offline,1,Yes,Boarding,0
S000246,15,Male,CSE,2,7.05,77.6,No,21.9,High School,5-10L,Placed,No,7.3,5.0,69,1,Online,0,Yes,Public,1
S000247,19,Female,CSE,4,7.8,78.5,No,0.5,High School,<2L,Not Placed,No,5.7,6.8,49,1,Offline,0,Yes,Public,0
S000248,20,Female,AEIE,4,7.0,88.3,Yes,15.3,Graduate,5-10L,Not Placed,No,5.8,5.8,71,0,Online,0,Yes,Private,0
S000249,22,Male,ME,2,7.06,70.2,No,16.4,High School,2-5L,Placed,No,4.6,3.8,52,1,Hybrid,0,No,Private,0
S000250,19,Male,ME,1,7.04,71.9,No,5.6,Graduate,5-10L,Not Placed,No,5.5,7.5,58,0,Offline,0,Yes,Private,0
S000251,20,Female,AEIE,1,6.68,72.1,No,9.3,Graduate,2-5L,Not Placed,Yes,7.1,5.8,83,1,Offline,0,No,Private,0
S000252,21,Female,EEE,3,7.05,70.6,Yes,1.1,Postgraduate,<2L,Not Placed,No,10.0,7.1,69,0,Offline,0,No,Private,0
S000253,18,Female,CE,4,7.61,84.7,Yes,7.8,Graduate,<2L,Not Placed,Yes,2.5,6.3,68,2,Offline,0,No,Public,1
S000254,20,Female,ME,2,6.91,82.7,No,13.1,No formal,2-5L,Not Placed,No,8.3,7.7,71,0,Hybrid,0,No,Private,0
S000255,19,Female,EEE,1,7.47,55.2,No,18.8,High School,2-5L,Partially Placed,No,1.8,6.4,67,0,Hybrid,2,Yes,Public,0
S000256,19,Male,CSE,1,6.16,79.7,No,2.8,Professional,2-5L,Not Placed,No,6.3,7.6,54,2,Offline,1,Yes,Private,1
S000257,21,Female,EEE,4,7.24,78.7,No,8.8,High School,<2L,Not Placed,No,6.1,7.9,62,0,Online,1,Yes,Public,0
S000258,19,Male,ECE,3,6.98,82.7,No,14.5,Graduate,2-5L,Not Placed,No,5.5,5.0,26,2,Offline,0,Yes,Public,0
S000259,16,Male,ECE,4,7.31,82.2,No,4.9,Graduate,<2L,Not Placed,No,4.5,6.6,78,0,Offline,0,Yes,Public,0
S000260,18,Male,IT,1,8.14,70.8,No,5.9,Graduate,<2L,Not Placed,Yes,6.2,5.9,78,1,Hybrid,0,Yes,Private,1
S000261,19,Female,ECE,1,7.19,74.9,No,16.6,No formal,5-10L,Not Placed,Yes,4.9,5.0,66,0,Online,0,Yes,Private,0
S000262,20,Female,ME,1,7.55,73.6,No,6.4,High School,<2L,Not Placed,No,8.6,6.5,51,0,Online,1,Yes,Public,1
S000263,21,Male,EEE,2,7.91,85.5,Yes,11.2,Graduate,<2L,Not Placed,No,4.7,3.6,57,0,Hybrid,0,No,Private,0
S000264,17,Female,IT,1,6.45,84.7,No,12.5,Graduate,5-10L,Not Placed,No,3.7,5.7,55,1,Offline,1,No,Private,1
S000265,18,Male,ECE,4,6.1,69.3,No,16.0,High School,2-5L,Not Placed,No,2.9,4.2,56,0,Offline,1,Yes,Private,0
S000266,21,Male,CE,1,7.85,71.2,No,16.9,Postgraduate,10-20L,Not Placed,No,6.3,7.8,77,1,Online,1,Yes,Public,0
S000267,19,Male,AEIE,4,7.25,79.3,No,18.3,High School,2-5L,Partially Placed,Yes,4.7,8.4,80,0,Hybrid,2,Yes,Private,0
S000268,21,Female,Civil,4,6.72,86.7,No,6.0,Professional,2-5L,Placed,No,7.8,6.8,67,2,Offline,1,No,Public,0
S000269,19,Male,ME,1,8.05,87.3,No,8.7,Postgraduate,2-5L,Not Placed,No,3.1,5.5,46,0,Online,1,Yes,Public,0
S000270,20,Female,CSE,2,6.62,79.5,Yes,11.1,Graduate,<2L,Not Placed,Yes,9.4,6.3,47,0,Offline,1,No,Public,1
S000271,22,Male,CE,1,7.59,79.2,No,2.7,Graduate,>20L,Not Placed,No,6.5,5.8,67,1,Hybrid,1,Yes,Junior College,0
S000272,21,Male,Civil,4,8.03,85.4,No,10.3,Graduate,<2L,Placed,No,7.5,8.5,92,1,Offline,0,Yes,Private,0
S000273,16,Male,ECE,2,7.13,94.1,No,10.3,Professional,5-10L,Not Placed,Yes,1.8,5.5,55,0,Offline,0,Yes,Junior College,0
S000274,21,Female,AEIE,3,7.28,82.9,Yes,3.6,High School,10-20L,Not Placed,Yes,1.9,9.3,73,2,Online,1,Yes,Public,0
S000275,21,Female,Civil,2,9.01,87.6,Yes,7.6,High School,<2L,Not Placed,No,5.8,6.2,79,2,Hybrid,0,No,Junior College,0
S000276,18,Male,CSE,4,8.27,85.0,No,8.3,High School,2-5L,Placed,No,7.3,10.0,64,0,Offline,0,No,Public,0
S000277,21,Male,EEE,1,8.24,64.4,No,13.0,Graduate,<2L,Not Placed,No,5.9,6.5,53,0,Offline,0,No,Public,0
S000278,21,Male,ME,3,7.77,75.5,No,1.1,Postgraduate,<2L,Not Placed,No,4.1,8.5,62,0,Hybrid,1,Yes,Public,0
S000279,19,Female,ECE,4,8.24,60.7,No,15.0,Professional,5-10L,Not Placed,Yes,7.4,8.3,66,0,Offline,0,Yes,Private,1
S000280,17,Male,ECE,1,6.21,69.5,No,3.9,Graduate,2-5L,Not Placed,No,3.3,6.2,62,0,Hybrid,0,No,Junior College,0
S000281,21,Female,CSE,4,5.89,80.1,No,18.8,High School,5-10L,Placed,Yes,3.1,6.2,72,0,Offline,1,No,Junior College,0
S000282,22,Male,AEIE,2,7.23,93.9,Yes,9.1,Professional,2-5L,Not Placed,No,3.1,7.1,59,0,Offline,0,No,Public,0
S000283,24,Female,CE,2,6.29,77.9,No,2.3,Graduate,5-10L,Not Placed,No,10.0,5.2,55,1,Online,1,Yes,Public,0
S000284,17,Male,CSE,4,6.68,74.6,No,7.3,High School,<2L,Placed,No,4.4,3.8,55,2,Offline,1,Yes,Public,0
S000285,17,Male,Civil,2,7.73,83.5,Yes,13.2,Graduate,2-5L,Not Placed,No,3.2,7.6,74,0,Offline,0,Yes,Private,0
S000286,20,Female,ECE,2,8.41,84.6,No,4.1,Postgraduate,10-20L,Not Placed,No,1.4,7.8,57,2,Offline,0,Yes,Public,0
S000287,22,Male,EEE,1,5.85,86.3,No,9.6,No formal,<2L,Not Placed,Yes,8.2,8.0,48,1,Online,3,No,Other,0
S000288,19,Male,Civil,2,8.13,78.2,No,0.3,High School,2-5L,Not Placed,No,4.4,6.0,77,0,Hybrid,1,Yes,Public,0
S000289,20,Male,ECE,2,7.13,100.0,No,19.4,Graduate,5-10L,Not Placed,No,1.1,8.9,55,0,Online,0,Yes,Other,0
S000290,19,Male,ECE,1,6.81,71.7,No,21.6,Graduate,2-5L,Not Placed,No,4.8,4.6,63,0,Hybrid,2,Yes,Other,0
S000291,20,Male,ECE,1,6.55,71.7,No,18.4,Professional,2-5L,Not Placed,Yes,2.8,8.0,84,1,Offline,0,No,Public,0
S000292,22,Male,CE,1,7.87,60.2,No,10.4,High School,10-20L,Partially Placed,Yes,7.1,3.4,71,0,Offline,2,Yes,Private,0
S000293,19,Male,Civil,2,8.04,91.6,Yes,9.2,Professional,<2L,Not Placed,No,5.8,10.0,83,1,Offline,0,No,Private,0
S000294,19,Female,Civil,1,5.95,82.9,Yes,14.9,Postgraduate,2-5L,Not Placed,No,4.2,5.4,54,0,Offline,0,No,Private,0
S000295,20,Female,IT,3,6.17,65.3,No,0.0,Postgraduate,5-10L,Not Placed,Yes,5.3,5.8,63,0,Online,0,Yes,Private,1
S000296,19,Male,CSE,4,7.15,75.0,No,18.2,No formal,5-10L,Not Placed,No,2.7,8.9,77,1,Offline,2,Yes,Private,0
S000297,19,Male,EEE,3,8.97,89.8,No,12.0,High School,2-5L,Not Placed,Yes,5.7,10.0,60,0,Offline,1,No,Public,0
S000298,21,Female,CSE,1,8.44,83.6,No,20.0,No formal,<2L,Not Placed,No,2.2,4.4,51,0,Offline,0,Yes,Public,0
S000299,18,Male,IT,1,6.51,72.6,No,11.4,High School,10-20L,Not Placed,No,5.9,5.9,72,0,Hybrid,2,No,Public,0
S000300,17,Male,CSE,1,6.86,81.4,No,18.5,Graduate,10-20L,Not Placed,No,5.4,6.7,61,0,Hybrid,2,Yes,Private,0
S000301,19,Male,ME,4,7.52,76.8,Yes,8.1,Professional,<2L,Not Placed,Yes,5.1,7.0,59,0,Offline,0,Yes,Private,0
S000302,17,Male,ME,1,7.18,80.0,No,19.2,Postgraduate,<2L,Not Placed,No,1.7,6.6,71,0,Offline,0,Yes,Junior College,0
S000303,20,Male,AEIE,1,7.18,68.3,No,18.2,No formal,5-10L,Not Placed,No,8.8,6.3,56,1,Offline,0,No,Junior College,0
S000304,20,Male,AEIE,2,7.64,84.0,No,0.1,Professional,<2L,Not Placed,Yes,6.3,6.8,70,1,Offline,1,Yes,Boarding,0
S000305,21,Male,AEIE,3,6.85,90.0,Yes,1.0,Postgraduate,2-5L,Not Placed,No,3.4,7.3,54,2,Hybrid,0,Yes,Boarding,0
S000306,21,Male,CE,3,6.91,65.6,No,0.7,Postgraduate,2-5L,Not Placed,No,7.1,8.7,89,0,Offline,0,No,Private,0
S000307,19,Male,ECE,1,7.41,72.6,No,12.9,Graduate,5-10L,Not Placed,No,4.9,6.7,66,1,Offline,1,No,Private,0
S000308,19,Male,ME,1,6.53,74.3,No,4.6,Graduate,10-20L,Not Placed,No,0.9,6.5,51,0,Offline,2,No,Junior College,0
S000309,20,Male,EEE,2,6.94,90.0,No,2.5,High School,5-10L,Not Placed,Yes,1.1,3.6,55,2,Offline,0,No,Private,0
S000310,22,Female,Civil,2,6.84,82.0,Yes,4.4,Professional,<2L,Not Placed,No,5.4,5.2,68,0,Offline,1,No,Private,0
S000311,20,Male,AEIE,1,7.41,65.6,No,10.6,Postgraduate,<2L,Not Placed,No,6.8,5.5,75,0,Offline,1,Yes,Public,1
S000312,21,Other,Civil,1,7.68,62.3,No,6.6,Graduate,2-5L,Not Placed,Yes,6.8,3.8,36,2,Offline,0,Yes,Public,0
S000313,20,Female,CSE,3,7.11,67.6,No,3.5,High School,10-20L,Not Placed,Yes,5.9,9.9,57,0,Offline,0,Yes,Public,0
S000314,17,Female,EEE,1,7.03,77.7,No,1.5,Professional,2-5L,Not Placed,No,4.9,3.6,68,0,Offline,2,Yes,Private,0
S000315,17,Male,CE,2,6.19,74.6,Yes,5.9,Graduate,2-5L,Not Placed,No,7.2,7.3,51,0,Online,0,Yes,Private,0
S000316,19,Male,AEIE,1,7.87,62.4,No,4.7,High School,<2L,Placed,No,1.6,5.3,59,0,Offline,1,Yes,Private,0
S000317,20,Male,IT,4,8.86,81.2,No,7.1,Graduate,2-5L,Placed,No,6.3,8.7,83,2,Offline,0,Yes,Public,0
S000318,20,Female,CE,3,5.71,73.3,No,6.2,Graduate,5-10L,Not Placed,No,0.0,8.8,66,0,Offline,0,Yes,Junior College,1
S000319,20,Male,ECE,4,6.57,88.8,No,1.3,Graduate,2-5L,Partially Placed,No,4.3,6.0,70,1,Offline,1,No,Public,0
S000320,19,Female,Civil,3,8.28,64.2,No,28.9,High School,<2L,Not Placed,Yes,7.1,8.8,68,1,Offline,0,Yes,Public,1
S000321,20,Male,EEE,2,7.17,71.3,No,10.3,Graduate,10-20L,Not Placed,Yes,6.5,9.7,70,1,Online,0,Yes,Public,0
S000322,17,Female,CSE,4,7.36,76.2,No,12.5,No formal,<2L,Not Placed,No,4.1,7.4,71,1,Offline,0,Yes,Private,0
S000323,20,Male,EEE,4,8.85,75.2,No,19.7,Graduate,2-5L,Placed,No,6.7,6.6,73,2,Online,0,No,Private,0
S000324,20,Male,IT,2,8.03,78.1,No,12.8,Graduate,5-10L,Not Placed,No,3.6,7.0,72,0,Online,0,No,Private,1
S000325,21,Male,EEE,4,6.24,68.1,No,2.0,Graduate,<2L,Not Placed,No,5.9,8.5,68,0,Offline,1,No,Private,0
S000326,20,Male,EEE,2,7.84,66.6,No,4.4,Postgraduate,2-5L,Not Placed,No,7.4,10.0,74,2,Offline,1,Yes,Private,1
S000327,21,Male,EEE,3,7.96,96.1,No,12.7,Postgraduate,2-5L,Not Placed,No,7.5,5.2,89,1,Offline,0,Yes,Public,0
S000328,20,Male,EEE,2,7.36,79.6,No,12.0,High School,<2L,Not Placed,No,6.0,9.2,96,0,Offline,1,Yes,Junior College,0
S000329,19,Female,IT,1,7.18,65.6,Yes,12.9,No formal,10-20L,Not Placed,No,10.0,7.7,68,0,Offline,0,Yes,Private,0
S000330,20,Female,AEIE,3,6.65,65.4,Yes,8.3,Graduate,<2L,Not Placed,No,9.5,6.8,64,0,Offline,0,No,Public,0
S000331,16,Female,IT,3,7.18,65.3,No,1.3,Graduate,10-20L,Not Placed,Yes,6.4,8.2,58,1,Online,0,Yes,Other,0
S000332,18,Male,ME,1,6.87,65.8,No,8.8,Professional,10-20L,Not Placed,No,5.7,4.3,43,1,Hybrid,1,Yes,Public,1
S000333,17,Female,AEIE,3,6.98,78.9,No,20.4,High School,5-10L,Not Placed,No,4.5,7.7,49,1,Offline,1,Yes,Junior College,0
S000334,21,Male,ECE,1,5.82,85.2,No,2.5,High School,<2L,Not Placed,Yes,3.1,10.0,83,1,Online,0,Yes,Private,0
S000335,19,Male,AEIE,2,7.6,92.4,No,10.7,High School,5-10L,Not Placed,No,5.4,7.0,45,0,Online,1,Yes,Public,0
S000336,17,Female,CE,2,6.97,89.7,No,15.9,High School,<2L,Not Placed,No,3.0,5.2,71,0,Hybrid,0,No,Junior College,0
S000337,20,Female,IT,4,7.13,79.4,Yes,2.7,High School,>20L,Partially Placed,Yes,9.8,8.3,59,4,Offline,0,Yes,Private,0
S000338,19,Female,Civil,3,7.08,82.6,Yes,4.4,High School,2-5L,Not Placed,Yes,7.1,8.3,63,2,Hybrid,0,Yes,Junior College,0
S000339,21,Male,IT,4,8.27,61.4,No,2.8,High School,5-10L,Placed,No,6.4,5.7,71,0,Hybrid,1,Yes,Private,0
S000340,21,Male,ME,1,7.1,82.8,No,0.1,Graduate,<2L,Not Placed,No,7.4,4.4,72,1,Offline,1,No,Private,0
S000341,19,Male,EEE,1,8.04,59.4,No,22.2,Postgraduate,10-20L,Not Placed,Yes,5.8,8.6,67,2,Online,1,Yes,Private,1
S000342,19,Male,CSE,4,8.23,86.2,No,3.7,Graduate,2-5L,Not Placed,Yes,3.9,3.7,65,0,Offline,0,Yes,Private,0
S000343,19,Female,AEIE,3,7.85,92.4,No,1.8,Postgraduate,2-5L,Not Placed,No,4.6,7.7,59,0,Offline,0,Yes,Junior College,0
S000344,18,Female,AEIE,3,6.89,78.7,No,4.7,Graduate,5-10L,Not Placed,No,6.5,5.2,85,0,Online,0,Yes,Private,0
S000345,18,Female,CSE,2,7.39,77.0,No,3.0,No formal,2-5L,Not Placed,No,8.7,6.4,61,1,Offline,1,Yes,Public,0
S000346,18,Female,EEE,2,6.96,85.5,No,21.0,High School,10-20L,Not Placed,Yes,5.8,5.3,82,0,Online,1,Yes,Private,0
S000347,19,Female,ME,4,7.33,95.3,No,20.1,High School,5-10L,Partially Placed,No,4.7,6.5,57,1,Offline,0,Yes,Public,1
S000348,18,Female,ECE,1,5.79,65.0,No,14.2,High School,<2L,Not Placed,No,1.8,8.8,47,0,Offline,0,Yes,Public,1
S000349,16,Male,Civil,3,8.09,75.0,No,1.3,High School,2-5L,Partially Placed,No,6.1,3.7,59,0,Offline,1,Yes,Public,0
S000350,19,Female,ECE,2,8.13,67.9,No,16.0,Postgraduate,10-20L,Partially Placed,Yes,5.9,4.6,89,1,Hybrid,1,Yes,Public,0
S000351,21,Female,EEE,4,6.19,68.8,No,7.8,Graduate,<2L,Placed,Yes,2.9,7.6,72,1,Hybrid,2,Yes,Private,1
S000352,20,Male,CE,4,8.68,92.6,Yes,12.8,High School,5-10L,Placed,Yes,6.7,6.2,64,0,Offline,0,Yes,Public,1
S000353,17,Male,AEIE,1,8.25,80.6,No,12.3,High School,5-10L,Not Placed,No,4.9,4.4,70,0,Offline,0,Yes,Private,0
S000354,18,Male,IT,1,7.4,74.7,No,29.4,Postgraduate,<2L,Not Placed,No,4.5,5.4,54,0,Offline,0,Yes,Private,0
S000355,19,Male,ECE,3,6.07,72.9,No,7.2,Graduate,2-5L,Not Placed,No,3.2,5.3,47,0,Offline,1,No,Private,0
S000356,20,Female,IT,3,7.46,72.1,Yes,14.8,Graduate,2-5L,Not Placed,No,7.6,8.0,66,0,Offline,0,Yes,Public,0
S000357,16,Male,ME,4,7.6,87.3,No,15.7,Postgraduate,2-5L,Placed,No,4.4,3.3,75,0,Online,0,Yes,Public,0
S000358,20,Male,EEE,3,6.98,79.6,No,7.8,High School,5-10L,Not Placed,Yes,4.2,7.8,86,1,Online,1,Yes,Public,0
S000359,20,Male,CSE,1,6.24,83.5,No,19.1,Graduate,2-5L,Partially Placed,Yes,7.5,3.9,74,0,Online,0,Yes,Private,1
S000360,21,Male,CE,3,7.09,81.7,No,1.5,Postgraduate,<2L,Not Placed,No,4.3,6.8,66,0,Offline,0,Yes,Public,0
S000361,20,Male,IT,2,6.59,78.7,No,18.0,No formal,<2L,Not Placed,No,3.7,4.5,63,1,Offline,0,Yes,Private,0
S000362,18,Female,CSE,4,7.48,76.6,No,11.6,High School,10-20L,Not Placed,No,6.5,9.8,76,1,Offline,0,No,Public,0
S000363,20,Male,EEE,4,6.89,60.3,No,16.7,High School,5-10L,Not Placed,No,7.8,8.0,59,0,Offline,0,No,Public,1
S000364,19,Male,EEE,4,7.61,75.0,No,2.9,High School,5-10L,Partially Placed,Yes,5.1,3.9,38,2,Online,1,Yes,Junior College,0
S000365,22,Male,EEE,2,9.13,80.0,No,7.0,Postgraduate,10-20L,Not Placed,No,5.4,5.3,66,0,Offline,1,Yes,Other,0
S000366,18,Male,EEE,1,7.96,75.1,Yes,7.2,Postgraduate,2-5L,Not Placed,No,7.1,3.8,59,2,Online,1,Yes,Public,1
S000367,16,Male,AEIE,3,8.64,97.4,No,2.6,Professional,2-5L,Not Placed,No,7.6,6.7,76,0,Hybrid,0,No,Boarding,0
S000368,19,Male,IT,1,7.6,69.0,No,7.9,High School,<2L,Not Placed,Yes,3.0,6.9,88,0,Offline,1,Yes,Public,0
S000369,19,Male,ECE,3,7.09,68.8,No,15.3,Graduate,5-10L,Not Placed,No,3.1,7.9,66,1,Online,1,Yes,Public,0
S000370,23,Female,Civil,4,7.03,66.8,No,1.3,High School,2-5L,Placed,Yes,8.9,5.6,75,0,Offline,1,Yes,Public,0
S000371,17,Male,ECE,3,8.74,80.9,No,4.5,Graduate,10-20L,Not Placed,No,6.8,5.8,64,0,Offline,1,No,Public,0
S000372,21,Male,CE,1,7.46,81.0,No,3.6,High School,2-5L,Not Placed,No,4.7,5.3,80,0,Hybrid,0,Yes,Private,0
S000373,22,Male,Civil,2,7.12,80.1,No,13.4,High School,2-5L,Placed,No,2.8,6.5,64,0,Offline,1,Yes,Public,0
S000374,22,Male,Civil,1,7.88,71.9,No,21.0,Graduate,2-5L,Not Placed,No,7.6,5.8,76,1,Offline,0,Yes,Public,0
